f0,adult,group,gender,speaker
213,adult,w,female,113
248,adult,w,female,114
220,adult,w,female,115
168,adult,w,female,116
246,adult,w,female,117
225,adult,w,female,118
238,adult,w,female,119
238,adult,w,female,120
205,adult,w,female,121
208,adult,w,female,122
235,adult,w,female,123
218,adult,w,female,124
211,adult,w,female,125
200,adult,w,female,126
192,adult,w,female,127
219,adult,w,female,128
192,adult,w,female,129
197,adult,w,female,130
216,adult,w,female,131
222,adult,w,female,132
230,adult,w,female,133
208,adult,w,female,134
156,adult,w,female,135
211,adult,w,female,136
210,adult,w,female,137
209,adult,w,female,138
209,adult,w,female,139
241,child,b,male,1
276,child,b,male,2
214,child,b,male,3
250,child,b,male,4
227,child,b,male,5
308,child,b,male,6
202,child,b,male,7
230,child,b,male,8
209,child,b,male,9
203,child,b,male,10
258,child,b,male,11
211,child,b,male,12
201,child,b,male,13
287,child,b,male,14
187,child,b,male,15
245,child,b,male,16
254,child,b,male,17
218,child,b,male,18
226,child,b,male,19
263,child,b,male,20
277,child,b,male,21
228,child,b,male,22
220,child,b,male,23
210,child,b,male,24
223,child,b,male,25
221,child,b,male,26
227,child,b,male,27
238,child,g,female,28
208,child,g,female,29
246,child,g,female,30
204,child,g,female,31
225,child,g,female,32
227,child,g,female,33
249,child,g,female,34
245,child,g,female,35
218,child,g,female,36
240,child,g,female,37
200,child,g,female,38
241,child,g,female,39
189,child,g,female,40
233,child,g,female,41
248,child,g,female,42
214,child,g,female,43
235,child,g,female,44
234,child,g,female,45
215,child,g,female,46
159,adult,m,male,47
101,adult,m,male,48
97,adult,m,male,49
127,adult,m,male,50
112,adult,m,male,51
98,adult,m,male,52
115,adult,m,male,53
122,adult,m,male,54
152,adult,m,male,55
148,adult,m,male,56
104,adult,m,male,57
100,adult,m,male,58
145,adult,m,male,59
132,adult,m,male,60
135,adult,m,male,61
148,adult,m,male,62
135,adult,m,male,63
114,adult,m,male,64
115,adult,m,male,65
107,adult,m,male,66
131,adult,m,male,67
116,adult,m,male,68
124,adult,m,male,69
106,adult,m,male,70
173,adult,m,male,71
123,adult,m,male,72
101,adult,m,male,73
160,adult,m,male,74
146,adult,m,male,75
135,adult,m,male,76
115,adult,m,male,77
109,adult,m,male,78
116,adult,m,male,79
127,adult,m,male,80
148,adult,m,male,81
139,adult,m,male,82
126,adult,m,male,83
138,adult,m,male,84
140,adult,m,male,85
101,adult,m,male,86
180,adult,m,male,87
120,adult,m,male,88
122,adult,m,male,89
124,adult,m,male,90
110,adult,m,male,91
211,adult,w,female,92
209,adult,w,female,93
192,adult,w,female,94
216,adult,w,female,95
226,adult,w,female,96
211,adult,w,female,97
173,adult,w,female,98
243,adult,w,female,99
240,adult,w,female,100
223,adult,w,female,101
191,adult,w,female,102
216,adult,w,female,103
226,adult,w,female,104
211,adult,w,female,105
226,adult,w,female,106
189,adult,w,female,107
205,adult,w,female,108
239,adult,w,female,109
193,adult,w,female,110
216,adult,w,female,111
178,adult,w,female,112
207,adult,w,female,113
259,adult,w,female,114
212,adult,w,female,115
170,adult,w,female,116
250,adult,w,female,117
235,adult,w,female,118
248,adult,w,female,119
232,adult,w,female,120
202,adult,w,female,121
213,adult,w,female,122
241,adult,w,female,123
211,adult,w,female,124
201,adult,w,female,125
208,adult,w,female,126
175,adult,w,female,127
217,adult,w,female,128
212,adult,w,female,129
198,adult,w,female,130
200,adult,w,female,131
226,adult,w,female,132
212,adult,w,female,133
195,adult,w,female,134
150,adult,w,female,135
207,adult,w,female,136
218,adult,w,female,137
224,adult,w,female,138
234,adult,w,female,139
247,child,b,male,1
263,child,b,male,2
207,child,b,male,3
244,child,b,male,4
199,child,b,male,5
301,child,b,male,6
207,child,b,male,7
238,child,b,male,8
208,child,b,male,9
194,child,b,male,10
251,child,b,male,11
210,child,b,male,12
206,child,b,male,13
258,child,b,male,14
201,child,b,male,15
264,child,b,male,16
249,child,b,male,17
222,child,b,male,18
240,child,b,male,19
249,child,b,male,20
268,child,b,male,21
203,child,b,male,22
213,child,b,male,23
220,child,b,male,24
215,child,b,male,25
216,child,b,male,26
214,child,b,male,27
240,child,g,female,28
217,child,g,female,29
244,child,g,female,30
210,child,g,female,31
224,child,g,female,32
233,child,g,female,33
270,child,g,female,34
301,child,g,female,35
226,child,g,female,36
232,child,g,female,37
241,child,g,female,38
234,child,g,female,39
214,child,g,female,40
239,child,g,female,41
233,child,g,female,42
215,child,g,female,43
221,child,g,female,44
246,child,g,female,45
218,child,g,female,46
177,adult,m,male,47
106,adult,m,male,48
93,adult,m,male,49
131,adult,m,male,50
115,adult,m,male,51
96,adult,m,male,52
120,adult,m,male,53
123,adult,m,male,54
151,adult,m,male,55
162,adult,m,male,56
104,adult,m,male,57
108,adult,m,male,58
142,adult,m,male,59
142,adult,m,male,60
146,adult,m,male,61
154,adult,m,male,62
138,adult,m,male,63
107,adult,m,male,64
120,adult,m,male,65
111,adult,m,male,66
127,adult,m,male,67
109,adult,m,male,68
111,adult,m,male,69
103,adult,m,male,70
122,adult,m,male,71
117,adult,m,male,72
92,adult,m,male,73
155,adult,m,male,74
144,adult,m,male,75
133,adult,m,male,76
116,adult,m,male,77
106,adult,m,male,78
112,adult,m,male,79
130,adult,m,male,80
142,adult,m,male,81
124,adult,m,male,82
131,adult,m,male,83
134,adult,m,male,84
131,adult,m,male,85
100,adult,m,male,86
184,adult,m,male,87
121,adult,m,male,88
118,adult,m,male,89
121,adult,m,male,90
109,adult,m,male,91
218,adult,w,female,92
211,adult,w,female,93
186,adult,w,female,94
203,adult,w,female,95
231,adult,w,female,96
212,adult,w,female,97
167,adult,w,female,98
242,adult,w,female,99
241,adult,w,female,100
225,adult,w,female,101
197,adult,w,female,102
227,adult,w,female,103
234,adult,w,female,104
223,adult,w,female,105
229,adult,w,female,106
201,adult,w,female,107
211,adult,w,female,108
241,adult,w,female,109
185,adult,w,female,110
226,adult,w,female,111
191,adult,w,female,112
209,adult,w,female,113
247,adult,w,female,114
205,adult,w,female,115
180,adult,w,female,116
244,adult,w,female,117
217,adult,w,female,118
212,adult,w,female,119
233,adult,w,female,120
194,adult,w,female,121
226,adult,w,female,122
241,adult,w,female,123
210,adult,w,female,124
207,adult,w,female,125
213,adult,w,female,126
196,adult,w,female,127
219,adult,w,female,128
211,adult,w,female,129
200,adult,w,female,130
198,adult,w,female,131
237,adult,w,female,132
222,adult,w,female,133
196,adult,w,female,134
162,adult,w,female,135
206,adult,w,female,136
221,adult,w,female,137
219,adult,w,female,138
246,adult,w,female,139
214,child,b,male,1
284,child,b,male,2
191,child,b,male,3
245,child,b,male,4
219,child,b,male,5
297,child,b,male,6
205,child,b,male,7
238,child,b,male,8
218,child,b,male,9
214,child,b,male,10
249,child,b,male,11
227,child,b,male,12
200,child,b,male,13
279,child,b,male,14
202,child,b,male,15
241,child,b,male,16
241,child,b,male,17
203,child,b,male,18
204,child,b,male,19
242,child,b,male,20
270,child,b,male,21
212,child,b,male,22
232,child,b,male,23
217,child,b,male,24
231,child,b,male,25
221,child,b,male,26
231,child,b,male,27
227,child,g,female,28
188,child,g,female,29
245,child,g,female,30
226,child,g,female,31
222,child,g,female,32
230,child,g,female,33
244,child,g,female,34
238,child,g,female,35
227,child,g,female,36
226,child,g,female,37
236,child,g,female,38
263,child,g,female,39
211,child,g,female,40
226,child,g,female,41
249,child,g,female,42
205,child,g,female,43
229,child,g,female,44
228,child,g,female,45
230,child,g,female,46
171,adult,m,male,47
103,adult,m,male,48
95,adult,m,male,49
127,adult,m,male,50
115,adult,m,male,51
104,adult,m,male,52
126,adult,m,male,53
120,adult,m,male,54
154,adult,m,male,55
146,adult,m,male,56
99,adult,m,male,57
110,adult,m,male,58
144,adult,m,male,59
138,adult,m,male,60
131,adult,m,male,61
151,adult,m,male,62
137,adult,m,male,63
128,adult,m,male,64
122,adult,m,male,65
111,adult,m,male,66
119,adult,m,male,67
109,adult,m,male,68
114,adult,m,male,69
104,adult,m,male,70
128,adult,m,male,71
118,adult,m,male,72
98,adult,m,male,73
146,adult,m,male,74
149,adult,m,male,75
131,adult,m,male,76
121,adult,m,male,77
112,adult,m,male,78
114,adult,m,male,79
130,adult,m,male,80
135,adult,m,male,81
150,adult,m,male,82
138,adult,m,male,83
137,adult,m,male,84
161,adult,m,male,85
98,adult,m,male,86
187,adult,m,male,87
127,adult,m,male,88
124,adult,m,male,89
114,adult,m,male,90
115,adult,m,male,91
228,adult,w,female,92
197,adult,w,female,93
218,adult,w,female,94
216,adult,w,female,95
233,adult,w,female,96
211,adult,w,female,97
198,adult,w,female,98
244,adult,w,female,99
246,adult,w,female,100
227,adult,w,female,101
195,adult,w,female,102
210,adult,w,female,103
214,adult,w,female,104
226,adult,w,female,105
222,adult,w,female,106
197,adult,w,female,107
216,adult,w,female,108
238,adult,w,female,109
173,adult,w,female,110
233,adult,w,female,111
180,adult,w,female,112
210,adult,w,female,113
251,adult,w,female,114
211,adult,w,female,115
195,adult,w,female,116
244,adult,w,female,117
223,adult,w,female,118
203,adult,w,female,119
244,adult,w,female,120
214,adult,w,female,121
189,adult,w,female,122
236,adult,w,female,123
214,adult,w,female,124
202,adult,w,female,125
205,adult,w,female,126
191,adult,w,female,127
210,adult,w,female,128
193,adult,w,female,129
185,adult,w,female,130
217,adult,w,female,131
209,adult,w,female,132
221,adult,w,female,133
198,adult,w,female,134
168,adult,w,female,135
217,adult,w,female,136
213,adult,w,female,137
222,adult,w,female,138
219,adult,w,female,139
230,child,b,male,1
277,child,b,male,2
201,child,b,male,3
252,child,b,male,4
215,child,b,male,5
320,child,b,male,6
223,child,b,male,7
235,child,b,male,8
197,child,b,male,9
210,child,b,male,10
260,child,b,male,11
242,child,b,male,12
203,child,b,male,13
262,child,b,male,14
193,child,b,male,15
250,child,b,male,16
257,child,b,male,17
222,child,b,male,18
232,child,b,male,19
250,child,b,male,20
271,child,b,male,21
212,child,b,male,22
219,child,b,male,23
233,child,b,male,24
239,child,b,male,25
239,child,b,male,26
236,child,b,male,27
243,child,g,female,28
211,child,g,female,29
266,child,g,female,30
220,child,g,female,31
225,child,g,female,32
242,child,g,female,33
257,child,g,female,34
258,child,g,female,35
236,child,g,female,36
240,child,g,female,37
262,child,g,female,38
258,child,g,female,39
222,child,g,female,40
237,child,g,female,41
258,child,g,female,42
209,child,g,female,43
234,child,g,female,44
249,child,g,female,45
235,child,g,female,46
166,adult,m,male,47
105,adult,m,male,48
91,adult,m,male,49
134,adult,m,male,50
120,adult,m,male,51
100,adult,m,male,52
133,adult,m,male,53
122,adult,m,male,54
151,adult,m,male,55
141,adult,m,male,56
95,adult,m,male,57
109,adult,m,male,58
143,adult,m,male,59
148,adult,m,male,60
151,adult,m,male,61
156,adult,m,male,62
141,adult,m,male,63
126,adult,m,male,64
121,adult,m,male,65
116,adult,m,male,66
131,adult,m,male,67
112,adult,m,male,68
113,adult,m,male,69
115,adult,m,male,70
124,adult,m,male,71
139,adult,m,male,72
94,adult,m,male,73
158,adult,m,male,74
148,adult,m,male,75
142,adult,m,male,76
116,adult,m,male,77
108,adult,m,male,78
121,adult,m,male,79
140,adult,m,male,80
155,adult,m,male,81
151,adult,m,male,82
142,adult,m,male,83
139,adult,m,male,84
138,adult,m,male,85
101,adult,m,male,86
181,adult,m,male,87
123,adult,m,male,88
120,adult,m,male,89
138,adult,m,male,90
109,adult,m,male,91
227,adult,w,female,92
220,adult,w,female,93
208,adult,w,female,94
226,adult,w,female,95
241,adult,w,female,96
214,adult,w,female,97
186,adult,w,female,98
238,adult,w,female,99
265,adult,w,female,100
220,adult,w,female,101
214,adult,w,female,102
238,adult,w,female,103
236,adult,w,female,104
206,adult,w,female,105
244,adult,w,female,106
207,adult,w,female,107
210,adult,w,female,108
244,adult,w,female,109
203,adult,w,female,110
238,adult,w,female,111
166,adult,w,female,112
211,adult,w,female,113
263,adult,w,female,114
212,adult,w,female,115
171,adult,w,female,116
243,adult,w,female,117
234,adult,w,female,118
246,adult,w,female,119
245,adult,w,female,120
212,adult,w,female,121
215,adult,w,female,122
247,adult,w,female,123
211,adult,w,female,124
215,adult,w,female,125
211,adult,w,female,126
193,adult,w,female,127
224,adult,w,female,128
198,adult,w,female,129
202,adult,w,female,130
214,adult,w,female,131
232,adult,w,female,132
217,adult,w,female,133
205,adult,w,female,134
160,adult,w,female,135
218,adult,w,female,136
224,adult,w,female,137
214,adult,w,female,138
252,adult,w,female,139
240,child,b,male,1
283,child,b,male,2
199,child,b,male,3
230,child,b,male,4
224,child,b,male,5
294,child,b,male,6
208,child,b,male,7
241,child,b,male,8
220,child,b,male,9
211,child,b,male,10
263,child,b,male,11
193,child,b,male,12
213,child,b,male,13
281,child,b,male,14
200,child,b,male,15
247,child,b,male,16
272,child,b,male,17
217,child,b,male,18
247,child,b,male,19
259,child,b,male,20
246,child,b,male,21
248,child,b,male,22
227,child,b,male,23
224,child,b,male,24
211,child,b,male,25
220,child,b,male,26
250,child,b,male,27
228,child,g,female,28
223,child,g,female,29
285,child,g,female,30
223,child,g,female,31
224,child,g,female,32
237,child,g,female,33
260,child,g,female,34
286,child,g,female,35
212,child,g,female,36
233,child,g,female,37
253,child,g,female,38
273,child,g,female,39
215,child,g,female,40
248,child,g,female,41
225,child,g,female,42
219,child,g,female,43
236,child,g,female,44
230,child,g,female,45
225,child,g,female,46
175,adult,m,male,47
111,adult,m,male,48
94,adult,m,male,49
134,adult,m,male,50
117,adult,m,male,51
96,adult,m,male,52
131,adult,m,male,53
137,adult,m,male,54
154,adult,m,male,55
140,adult,m,male,56
110,adult,m,male,57
106,adult,m,male,58
147,adult,m,male,59
140,adult,m,male,60
139,adult,m,male,61
154,adult,m,male,62
156,adult,m,male,63
122,adult,m,male,64
120,adult,m,male,65
117,adult,m,male,66
134,adult,m,male,67
116,adult,m,male,68
121,adult,m,male,69
116,adult,m,male,70
140,adult,m,male,71
118,adult,m,male,72
103,adult,m,male,73
146,adult,m,male,74
151,adult,m,male,75
129,adult,m,male,76
115,adult,m,male,77
112,adult,m,male,78
119,adult,m,male,79
130,adult,m,male,80
142,adult,m,male,81
138,adult,m,male,82
127,adult,m,male,83
150,adult,m,male,84
143,adult,m,male,85
105,adult,m,male,86
196,adult,m,male,87
133,adult,m,male,88
116,adult,m,male,89
156,adult,m,male,90
123,adult,m,male,91
224,adult,w,female,92
218,adult,w,female,93
182,adult,w,female,94
216,adult,w,female,95
242,adult,w,female,96
225,adult,w,female,97
174,adult,w,female,98
250,adult,w,female,99
248,adult,w,female,100
230,adult,w,female,101
195,adult,w,female,102
219,adult,w,female,103
244,adult,w,female,104
225,adult,w,female,105
234,adult,w,female,106
219,adult,w,female,107
212,adult,w,female,108
246,adult,w,female,109
175,adult,w,female,110
224,adult,w,female,111
173,adult,w,female,112
212,adult,w,female,113
262,adult,w,female,114
215,adult,w,female,115
184,adult,w,female,116
257,adult,w,female,117
238,adult,w,female,118
264,adult,w,female,119
246,adult,w,female,120
184,adult,w,female,121
212,adult,w,female,122
252,adult,w,female,123
214,adult,w,female,124
218,adult,w,female,125
206,adult,w,female,126
198,adult,w,female,127
230,adult,w,female,128
189,adult,w,female,129
207,adult,w,female,130
208,adult,w,female,131
240,adult,w,female,132
237,adult,w,female,133
204,adult,w,female,134
166,adult,w,female,135
211,adult,w,female,136
231,adult,w,female,137
176,adult,w,female,138
224,adult,w,female,139
263,child,b,male,1
289,child,b,male,2
228,child,b,male,3
249,child,b,male,4
226,child,b,male,5
296,child,b,male,6
215,child,b,male,7
239,child,b,male,8
209,child,b,male,9
197,child,b,male,10
262,child,b,male,11
223,child,b,male,12
221,child,b,male,13
287,child,b,male,14
198,child,b,male,15
252,child,b,male,16
264,child,b,male,17
212,child,b,male,18
257,child,b,male,19
231,child,b,male,20
276,child,b,male,21
229,child,b,male,22
212,child,b,male,23
218,child,b,male,24
230,child,b,male,25
240,child,b,male,26
243,child,b,male,27
240,child,g,female,28
258,child,g,female,29
271,child,g,female,30
219,child,g,female,31
236,child,g,female,32
252,child,g,female,33
261,child,g,female,34
264,child,g,female,35
257,child,g,female,36
226,child,g,female,37
242,child,g,female,38
257,child,g,female,39
216,child,g,female,40
244,child,g,female,41
243,child,g,female,42
212,child,g,female,43
236,child,g,female,44
234,child,g,female,45
226,child,g,female,46
179,adult,m,male,47
111,adult,m,male,48
101,adult,m,male,49
135,adult,m,male,50
115,adult,m,male,51
108,adult,m,male,52
131,adult,m,male,53
132,adult,m,male,54
153,adult,m,male,55
163,adult,m,male,56
109,adult,m,male,57
121,adult,m,male,58
145,adult,m,male,59
145,adult,m,male,60
142,adult,m,male,61
159,adult,m,male,62
139,adult,m,male,63
123,adult,m,male,64
128,adult,m,male,65
113,adult,m,male,66
138,adult,m,male,67
107,adult,m,male,68
129,adult,m,male,69
115,adult,m,male,70
189,adult,m,male,71
131,adult,m,male,72
105,adult,m,male,73
165,adult,m,male,74
148,adult,m,male,75
147,adult,m,male,76
128,adult,m,male,77
111,adult,m,male,78
130,adult,m,male,79
133,adult,m,male,80
133,adult,m,male,81
149,adult,m,male,82
145,adult,m,male,83
143,adult,m,male,84
162,adult,m,male,85
111,adult,m,male,86
196,adult,m,male,87
131,adult,m,male,88
137,adult,m,male,89
136,adult,m,male,90
130,adult,m,male,91
246,adult,w,female,92
219,adult,w,female,93
188,adult,w,female,94
224,adult,w,female,95
238,adult,w,female,96
216,adult,w,female,97
192,adult,w,female,98
247,adult,w,female,99
253,adult,w,female,100
227,adult,w,female,101
207,adult,w,female,102
237,adult,w,female,103
233,adult,w,female,104
221,adult,w,female,105
234,adult,w,female,106
214,adult,w,female,107
221,adult,w,female,108
252,adult,w,female,109
213,adult,w,female,110
233,adult,w,female,111
187,adult,w,female,112
218,adult,w,female,113
256,adult,w,female,114
222,adult,w,female,115
223,adult,w,female,116
251,adult,w,female,117
238,adult,w,female,118
260,adult,w,female,119
250,adult,w,female,120
206,adult,w,female,121
215,adult,w,female,122
252,adult,w,female,123
231,adult,w,female,124
218,adult,w,female,125
225,adult,w,female,126
201,adult,w,female,127
231,adult,w,female,128
216,adult,w,female,129
205,adult,w,female,130
219,adult,w,female,131
236,adult,w,female,132
225,adult,w,female,133
213,adult,w,female,134
149,adult,w,female,135
221,adult,w,female,136
238,adult,w,female,137
225,adult,w,female,138
239,adult,w,female,139
277,child,b,male,1
287,child,b,male,2
219,child,b,male,3
260,child,b,male,4
244,child,b,male,5
307,child,b,male,6
220,child,b,male,7
251,child,b,male,8
222,child,b,male,9
207,child,b,male,10
262,child,b,male,11
239,child,b,male,12
203,child,b,male,13
259,child,b,male,14
207,child,b,male,15
259,child,b,male,16
285,child,b,male,17
228,child,b,male,18
247,child,b,male,19
260,child,b,male,20
293,child,b,male,21
213,child,b,male,22
239,child,b,male,23
218,child,b,male,24
239,child,b,male,25
240,child,b,male,26
255,child,b,male,27
222,child,g,female,28
246,child,g,female,29
294,child,g,female,30
239,child,g,female,31
250,child,g,female,32
250,child,g,female,33
263,child,g,female,34
294,child,g,female,35
222,child,g,female,36
238,child,g,female,37
212,child,g,female,38
278,child,g,female,39
220,child,g,female,40
251,child,g,female,41
273,child,g,female,42
222,child,g,female,43
237,child,g,female,44
232,child,g,female,45
238,child,g,female,46
172,adult,m,male,47
108,adult,m,male,48
96,adult,m,male,49
134,adult,m,male,50
122,adult,m,male,51
101,adult,m,male,52
164,adult,m,male,53
129,adult,m,male,54
163,adult,m,male,55
160,adult,m,male,56
106,adult,m,male,57
106,adult,m,male,58
142,adult,m,male,59
165,adult,m,male,60
143,adult,m,male,61
160,adult,m,male,62
161,adult,m,male,63
129,adult,m,male,64
127,adult,m,male,65
121,adult,m,male,66
133,adult,m,male,67
119,adult,m,male,68
115,adult,m,male,69
117,adult,m,male,70
175,adult,m,male,71
132,adult,m,male,72
107,adult,m,male,73
158,adult,m,male,74
166,adult,m,male,75
159,adult,m,male,76
130,adult,m,male,77
113,adult,m,male,78
135,adult,m,male,79
137,adult,m,male,80
145,adult,m,male,81
184,adult,m,male,82
154,adult,m,male,83
141,adult,m,male,84
157,adult,m,male,85
100,adult,m,male,86
216,adult,m,male,87
159,adult,m,male,88
130,adult,m,male,89
133,adult,m,male,90
114,adult,m,male,91
234,adult,w,female,92
222,adult,w,female,93
192,adult,w,female,94
215,adult,w,female,95
249,adult,w,female,96
221,adult,w,female,97
200,adult,w,female,98
264,adult,w,female,99
266,adult,w,female,100
239,adult,w,female,101
203,adult,w,female,102
223,adult,w,female,103
229,adult,w,female,104
225,adult,w,female,105
259,adult,w,female,106
227,adult,w,female,107
210,adult,w,female,108
247,adult,w,female,109
195,adult,w,female,110
223,adult,w,female,111
214,adult,w,female,112
219,adult,w,female,113
272,adult,w,female,114
237,adult,w,female,115
177,adult,w,female,116
252,adult,w,female,117
246,adult,w,female,118
275,adult,w,female,119
233,adult,w,female,120
237,adult,w,female,121
216,adult,w,female,122
268,adult,w,female,123
220,adult,w,female,124
215,adult,w,female,125
220,adult,w,female,126
201,adult,w,female,127
223,adult,w,female,128
210,adult,w,female,129
198,adult,w,female,130
229,adult,w,female,131
250,adult,w,female,132
226,adult,w,female,133
217,adult,w,female,134
155,adult,w,female,135
230,adult,w,female,136
255,adult,w,female,137
243,adult,w,female,138
231,adult,w,female,139
250,child,b,male,1
258,child,b,male,2
211,child,b,male,3
250,child,b,male,4
197,child,b,male,5
315,child,b,male,6
248,child,b,male,7
237,child,b,male,8
209,child,b,male,9
198,child,b,male,10
261,child,b,male,11
218,child,b,male,12
203,child,b,male,13
282,child,b,male,14
217,child,b,male,15
269,child,b,male,16
257,child,b,male,17
185,child,b,male,18
243,child,b,male,19
257,child,b,male,20
274,child,b,male,21
212,child,b,male,22
223,child,b,male,23
215,child,b,male,24
225,child,b,male,25
224,child,b,male,26
241,child,b,male,27
251,child,g,female,28
230,child,g,female,29
282,child,g,female,30
239,child,g,female,31
226,child,g,female,32
241,child,g,female,33
259,child,g,female,34
275,child,g,female,35
238,child,g,female,36
232,child,g,female,37
225,child,g,female,38
251,child,g,female,39
240,child,g,female,40
243,child,g,female,41
267,child,g,female,42
221,child,g,female,43
234,child,g,female,44
213,child,g,female,45
222,child,g,female,46
169,adult,m,male,47
105,adult,m,male,48
96,adult,m,male,49
146,adult,m,male,50
114,adult,m,male,51
94,adult,m,male,52
125,adult,m,male,53
134,adult,m,male,54
153,adult,m,male,55
149,adult,m,male,56
104,adult,m,male,57
107,adult,m,male,58
142,adult,m,male,59
146,adult,m,male,60
138,adult,m,male,61
157,adult,m,male,62
133,adult,m,male,63
127,adult,m,male,64
119,adult,m,male,65
117,adult,m,male,66
126,adult,m,male,67
112,adult,m,male,68
107,adult,m,male,69
105,adult,m,male,70
130,adult,m,male,71
118,adult,m,male,72
95,adult,m,male,73
150,adult,m,male,74
160,adult,m,male,75
138,adult,m,male,76
124,adult,m,male,77
114,adult,m,male,78
122,adult,m,male,79
142,adult,m,male,80
136,adult,m,male,81
151,adult,m,male,82
134,adult,m,male,83
143,adult,m,male,84
140,adult,m,male,85
106,adult,m,male,86
181,adult,m,male,87
143,adult,m,male,88
133,adult,m,male,89
136,adult,m,male,90
119,adult,m,male,91
234,adult,w,female,92
212,adult,w,female,93
176,adult,w,female,94
225,adult,w,female,95
224,adult,w,female,96
203,adult,w,female,97
196,adult,w,female,98
253,adult,w,female,99
252,adult,w,female,100
219,adult,w,female,101
196,adult,w,female,102
233,adult,w,female,103
236,adult,w,female,104
216,adult,w,female,105
226,adult,w,female,106
209,adult,w,female,107
206,adult,w,female,108
241,adult,w,female,109
174,adult,w,female,110
234,adult,w,female,111
181,adult,w,female,112
201,adult,w,female,113
242,adult,w,female,114
213,adult,w,female,115
167,adult,w,female,116
243,adult,w,female,117
240,adult,w,female,118
274,adult,w,female,119
230,adult,w,female,120
203,adult,w,female,121
217,adult,w,female,122
247,adult,w,female,123
219,adult,w,female,124
210,adult,w,female,125
217,adult,w,female,126
195,adult,w,female,127
221,adult,w,female,128
204,adult,w,female,129
207,adult,w,female,130
226,adult,w,female,131
219,adult,w,female,132
212,adult,w,female,133
206,adult,w,female,134
183,adult,w,female,135
224,adult,w,female,136
237,adult,w,female,137
206,adult,w,female,138
239,adult,w,female,139
247,child,b,male,1
292,child,b,male,2
200,child,b,male,3
251,child,b,male,4
218,child,b,male,5
305,child,b,male,6
218,child,b,male,7
237,child,b,male,8
214,child,b,male,9
213,child,b,male,10
268,child,b,male,11
227,child,b,male,12
212,child,b,male,13
291,child,b,male,14
202,child,b,male,15
263,child,b,male,16
236,child,b,male,17
252,child,b,male,18
221,child,b,male,19
237,child,b,male,20
277,child,b,male,21
237,child,b,male,22
238,child,b,male,23
227,child,b,male,24
211,child,b,male,25
239,child,b,male,26
233,child,b,male,27
243,child,g,female,28
228,child,g,female,29
271,child,g,female,30
225,child,g,female,31
254,child,g,female,32
249,child,g,female,33
271,child,g,female,34
294,child,g,female,35
229,child,g,female,36
219,child,g,female,37
259,child,g,female,38
279,child,g,female,39
245,child,g,female,40
233,child,g,female,41
236,child,g,female,42
217,child,g,female,43
237,child,g,female,44
239,child,g,female,45
243,child,g,female,46
169,adult,m,male,47
112,adult,m,male,48
96,adult,m,male,49
134,adult,m,male,50
117,adult,m,male,51
92,adult,m,male,52
132,adult,m,male,53
125,adult,m,male,54
157,adult,m,male,55
151,adult,m,male,56
113,adult,m,male,57
116,adult,m,male,58
145,adult,m,male,59
148,adult,m,male,60
